location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 23:00:00 +0200;Tuesday;335;16;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 00:00:00 +0200;Wednesday;149;14;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 01:00:00 +0200;Wednesday;74;13;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 02:00:00 +0200;Wednesday;43;11;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 03:00:00 +0200;Wednesday;17;10;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 04:00:00 +0200;Wednesday;35;10;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 05:00:00 +0200;Wednesday;67;9;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 06:00:00 +0200;Wednesday;195;8;partly-cloudy-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 07:00:00 +0200;Wednesday;797;10;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 08:00:00 +0200;Wednesday;1438;14;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 09:00:00 +0200;Wednesday;1874;18;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 10:00:00 +0200;Wednesday;3058;21;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 11:00:00 +0200;Wednesday;3684;23;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 12:00:00 +0200;Wednesday;4501;25;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 13:00:00 +0200;Wednesday;4508;26;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 14:00:00 +0200;Wednesday;4426;27;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 15:00:00 +0200;Wednesday;4472;26;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 16:00:00 +0200;Wednesday;4595;27;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 17:00:00 +0200;Wednesday;4597;26;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 18:00:00 +0200;Wednesday;4046;26;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 19:00:00 +0200;Wednesday;3063;25;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 20:00:00 +0200;Wednesday;1322;22;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 21:00:00 +0200;Wednesday;903;19;partly-cloudy-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 22:00:00 +0200;Wednesday;784;17;partly-cloudy-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-09 23:00:00 +0200;Wednesday;710;16;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 00:00:00 +0200;Thursday;476;14;partly-cloudy-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 01:00:00 +0200;Thursday;329;13;partly-cloudy-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 02:00:00 +0200;Thursday;204;12;partly-cloudy-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-10 03:00:00 +0200;Thursday;170;12;partly-cloudy-night;
