location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Leipziger Straße (West), Halle (Saale);2020-12-21 00:00:00 +0100;Monday;12;6;rain;
Leipziger Straße (West), Halle (Saale);2020-12-21 01:00:00 +0100;Monday;10;5;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-21 02:00:00 +0100;Monday;12;5;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-21 03:00:00 +0100;Monday;7;5;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-21 04:00:00 +0100;Monday;17;4;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-21 05:00:00 +0100;Monday;25;4;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-21 06:00:00 +0100;Monday;94;4;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-21 07:00:00 +0100;Monday;183;3;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-21 08:00:00 +0100;Monday;326;3;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-21 09:00:00 +0100;Monday;536;3;clear-day;
Leipziger Straße (West), Halle (Saale);2020-12-21 10:00:00 +0100;Monday;829;4;clear-day;
Leipziger Straße (West), Halle (Saale);2020-12-21 11:00:00 +0100;Monday;1091;5;clear-day;
Leipziger Straße (West), Halle (Saale);2020-12-21 12:00:00 +0100;Monday;997;6;clear-day;
Leipziger Straße (West), Halle (Saale);2020-12-21 13:00:00 +0100;Monday;1012;7;clear-day;
Leipziger Straße (West), Halle (Saale);2020-12-21 14:00:00 +0100;Monday;1019;8;partly-cloudy-day;
Leipziger Straße (West), Halle (Saale);2020-12-21 15:00:00 +0100;Monday;949;7;partly-cloudy-day;
Leipziger Straße (West), Halle (Saale);2020-12-21 16:00:00 +0100;Monday;991;7;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-21 17:00:00 +0100;Monday;746;6;partly-cloudy-night;
